type		NYS Code	Octal Code		SpoDB3 -Most probable family	Random-Initalized -Most probable family
		S01502	777767606060771		M. tuberculosis LAM8	Family N27
		S01503	777727606060771		M. tuberculosis LAM8	Family N27
		S01504	777775777760731		M. tuberculosis T1	Family N24
		S01505	000000007413771		Family36	Family N40
		S01506	777076777760731		M. tuberculosis X1	Family N44
		S01507	477777777401071		M. tuberculosis EAI3	Family N1
		S01508	677777607760371		M. tuberculosis LAM1	Family N19
		S01509	777777477760731		M. tuberculosis H37Rv	Family N24
		S01510	777777607600371		M. tuberculosis LAM9	Family N19
		S01511	777777776360711		M. tuberculosis T1	Family N24
		S01512	776177607760711		M. tuberculosis LAM3	Family N2
		S01513	677737601760771		M. tuberculosis LAM2	Family N19
		S01514	343775777560731		M. tuberculosis T1	Family N24
		S01515	777770374020771		M. tuberculosis Haarlem1	Family N5
		S01516	770777707777631		M. africanum	Family N18
		S01517	577777750000000		Family34	Family N22
		S01518	777000010060731		M. tuberculosis T4	Family N16
587		S01519	700740007774671		M. orygis (edited)	Family N42
		S01520	674017607760771		M. tuberculosis LAM3	Family N2
		S01521	777760343740771		M. tuberculosis LAM10	Family N21
		S01522	777777743560771		M. tuberculosis LAM10	Family N21
		S01523	677777477413770		M. tuberculosis EAI2	Family N10
		S01524	777777740360771		M. tuberculosis LAM10	Family N21
		S01525	774067777777071		M. africanum	Family N17
		S01526	777777777760531		M. tuberculosis T1	Family N24
		S01527	777777777760171		M. tuberculosis T1	Family N24
		S01528	600777477413771		M. tuberculosis EAI2	Family N10
		S01529	600377477413771		M. tuberculosis EAI2	Family N10
		S01530	617777477413771		M. tuberculosis EAI2	Family N10
		S01531	777730777760771		M. tuberculosis X1	Family N44
		S01532	700077377760671		M. tuberculosis X3	Family N39
		S01533	777777737760471		M. tuberculosis T1	Family N24
		S01534	777777760000611		M. tuberculosis Haarlem1	Family N5
		S01535	677777743460771		M. tuberculosis LAM10	Family N21
		S01536	437777007720731		M. tuberculosis LAM1	Family N19
		S01537	757777777760751		M. tuberculosis T1	Family N24
		S01538	767737777720771		M. tuberculosis Haarlem3	Family N24
		S01539	767700777760731		M. tuberculosis X1	Family N44
		S01540	677777400060571		M. tuberculosis LAM8	Family N27
		S01541	777777767413771		M. tuberculosis EAI5	Family N14
		S01542	770003400003071		M. tuberculosis LAM7	Family N29
		S01543	577777777413771		M. tuberculosis EAI5	Family N14
		S01544	777777637413771		M. tuberculosis EAI5	Family N14
		S01545	776176207760740		M. tuberculosis LAM3	Family N2
		S01546	777600000000000		Family35	Family N29
		S01547	777737777413700		M. tuberculosis EAI5	Family N14
		S01548	777777377000371		M. tuberculosis Haarlem3	Family N34
		S01549	777774000000771		M. tuberculosis LAM8	Family N29
		S01550	777737757760771		M. tuberculosis T1	Family N24
		S01551	376177607760731		M. tuberculosis LAM3	Family N2
		S01552	777676776360601		M. tuberculosis X2	Family N6
		S01553	760000077760771		M. tuberculosis T3	Family N28
		S01554	264063777777600		M. bovis-BCG	Family N12
		S01555	777777747411371		M. tuberculosis EAI5	Family N14
		S01556	603777600003771		M. tuberculosis CAS	Family N8
		S01557	700076777760711		M. tuberculosis X3	Family N20
		S01558	117756777760771		M. tuberculosis X1	Family N44
		S01559	757377777720771		M. tuberculosis Haarlem3	Family N24
		S01560	677777423560771		M. tuberculosis H37Rv	Family N24
		S01561	737777606160771		M. tuberculosis LAM9	Family N19
		S01562	777737607703771		Family33	Family N13
		S01563	477776777413031		M. tuberculosis EAI3	Family N1
		S01564	177777770000000		Family34	Family N22
		S01565	000000000003760		M. tuberculosis Beijing	Family N3
		S01566	777763777720771		M. tuberculosis Haarlem3	Family N24
		S01567	777737674020771		M. tuberculosis Haarlem1	Family N5
		S01568	776177607700771		M. tuberculosis LAM3	Family N2
		S01569	770777407560731		M. tuberculosis Haarlem3	Family N24
		S01570	437777774320731		M. tuberculosis LAM9	Family N19
		S01571	677577477413771		M. tuberculosis EAI2	Family N10
		S01572	777777544320771		M. tuberculosis Haarlem3	Family N24
		S01573	777777640020711		M. tuberculosis Haarlem1	Family N5
		S01574	767777767760771		M. tuberculosis T1	Family N24
		S01575	177777677760171		M. tuberculosis T1	Family N24
		S01576	776377703760771		M. tuberculosis LAM10	Family N21
		S01577	703776000003771		M. tuberculosis CAS	Family N15
		S01578	777775757413371		M. tuberculosis EAI5	Family N14
		S01579	777477776760770		M. tuberculosis T1	Family N24
		S01580	677737607760711		M. tuberculosis LAM2	Family N19
		S01581	741777777720771		M. tuberculosis Haarlem3	Family N24
		S01582	777777774000771		M. tuberculosis Haarlem1	Family N5
		S01583	740617777760771		M. tuberculosis T1	Family N24
		S01584	737777775720771		M. tuberculosis Haarlem3	Family N24
		S01585	170023607760771		M. tuberculosis LAM3	Family N2
		S01586	757777700003371		M. tuberculosis EAI4	Family N14
		S01587	701776617760601		M. tuberculosis X2	Family N6
		S01588	770777077777671		M. africanum	Family N18
		S01589	703000000000371		Family35	Family N29
		S01590	000000004000011		M. tuberculosis Haarlem2	Family N25
		S01591	777767374020771		M. tuberculosis Haarlem1	Family N5
		S01592	773763777760771		M. tuberculosis T1	Family N24
		S01593	677760077413771		M. tuberculosis EAI2	Family N10
		S01594	777777207760711		M. tuberculosis LAM9	Family N19
		S01595	777777777720700		M. tuberculosis T2	Family N30
		S01596	777637077760771		M. tuberculosis H37Rv	Family N24
		S01597	677777470000071		M. tuberculosis EAI1	Family N5
		S01598	677777477413001		M. tuberculosis EAI2	Family N10
		S01599	777437737700000		M. tuberculosis T2	Family N23
		S01600	676023477413771		M. tuberculosis EAI2	Family N10
		S01601	777775606060771		M. tuberculosis LAM8	Family N27
		S01602	777776077760711		M. tuberculosis H37Rv	Family N44
		S01603	775627477760771		M. tuberculosis H37Rv	Family N24
		S01604(new)	777777770040771
		S01605	677727607763771		Family33	Family N13
		S01606	437777777760731		M. tuberculosis T1	Family N24
		S01607	677777777420731		M. tuberculosis Haarlem3	Family N34
		S01608	776023777003731		M. tuberculosis EAI5	Family N14
		S01609	677437607760771		M. tuberculosis LAM2	Family N19
		S01610	703777747700371		M. tuberculosis Haarlem3	Family N42
		S01611	756177607760771		M. tuberculosis LAM3	Family N2
		S01612	770000006000000		M. tuberculosis LAM7	Family N32
		S01613	777776437760771		M. tuberculosis H37Rv	Family N44
		S01614	673733607760771		M. tuberculosis LAM2	Family N19
		S01615	775777607760771		M. tuberculosis LAM9	Family N19
		S01616	777777377600471		M. tuberculosis Haarlem3	Family N24
		S01617	700076777620671		M. tuberculosis X3	Family N20
		S01618	377777774020771		M. tuberculosis Haarlem1	Family N5
		S01619	703737740003171
		S01620	377777423560771		M. tuberculosis H37Rv	Family N21
		S01621	677727607760771		M. tuberculosis LAM2	Family N19
		S01622	700377740003731		M. tuberculosis CAS	Family N8
		S01624	777777777600171		M. tuberculosis Haarlem3	Family N24
		S01625	777737777320371		M. tuberculosis Haarlem3	Family N24
		S01626	677777777760731		M. tuberculosis T1	Family N24
		S01627	736177600160771		M. tuberculosis LAM3	Family N2
		S01628	703777740003751		M. tuberculosis CAS	Family N8
		S01629	767777777760611		M. tuberculosis T2	Family N24
		S01630	577767777320771		M. tuberculosis Haarlem3	Family N24
		S01631	777737557760771		M. tuberculosis T1	Family N24
		S01632	703777740003131		M. tuberculosis CAS	Family N8
		S01633	677777477413071		M. tuberculosis EAI2	Family N10
		S01634	777777700000171		M. tuberculosis LAM8	Family N27
		S01635	777777400000000		M. tuberculosis EAI1	Family N22
		S01636	177777774413371		M. tuberculosis EAI4	Family N14
		S01637	757777777413771		M. tuberculosis EAI5	Family N14
		S01638	777777350000371		M. tuberculosis Haarlem1	Family N5
		S01639	777740074020771		M. tuberculosis Haarlem1	Family N16
		S01640	770777777760760		M. tuberculosis T1	Family N24
		S01641	677772777760771		M. tuberculosis X1	Family N44
		S01642	776007606060731		M. tuberculosis LAM3	Family N2
		S01643	577777774413771		M. tuberculosis EAI4	Family N14
		S01644	676773777677200		M. bovis-BCG	Family N7
		S01645	777777177760771		M. tuberculosis T1	Family N24
		S01646	000000004620731		Family36	Family N32
		S01647	777777777777711		Family33	Family N13
		S01648	757740007420771		M. tuberculosis T4	Family N16
		S01649	760000005720771		M. tuberculosis T3	Family N32
		S01650	777777776720771		M. tuberculosis Haarlem3	Family N24
		S01651	077777607760731		M. tuberculosis LAM1	Family N19
		S01652	777777706360771		M. tuberculosis LAM9	Family N19
		S01653	617777777413671		M. tuberculosis EAI5	Family N14
		S01654	777430000000371		M. tuberculosis LAM8	Family N29
		S01655	777737774413731		M. tuberculosis EAI4	Family N14
		S01656	777777343760771		M. tuberculosis LAM10	Family N21
		S01657	703775740000031		M. tuberculosis EAI1	Family N8
		S01658	677736607660571		M. tuberculosis LAM2	Family N19
		S01659	777777737777771		Family33	Family N13
		S01660	677737607600771		M. tuberculosis LAM5	Family N38
		S01661	777777774410171		M. tuberculosis EAI4	Family N14
		S01662	777777607760621		M. tuberculosis LAM9	Family N19
		S01663	777777577720771		M. tuberculosis Haarlem3	Family N24
		S01664	703777340003771		M. tuberculosis CAS	Family N8
		S01665	777777667760771		M. tuberculosis T1	Family N24
		S01666	577777607760751		M. tuberculosis LAM9 	Family N19
		S01667	637777637760771		M. tuberculosis T1	Family N24
		S01668	777776737760571		M. tuberculosis X1	Family N44
		S01669	677777470000771		M. tuberculosis Haarlem1	Family N5
		S01670	377777400000771		M. tuberculosis LAM8	Family N27
		S01671	774737777420771		M. tuberculosis Haarlem3	Family N34
		S01672	677777607660771		M. tuberculosis LAM1	Family N19
		S01673	703740000003760		Family35	Family N15
		S01674	777677607760771		M. tuberculosis LAM9	Family N19
		S01675	677767477413771		M. tuberculosis EAI2	Family N10
		S01676	757777746000771		M. tuberculosis Haarlem1	Family N5
		S01677	703777600000771		M. tuberculosis CAS	Family N8
		S01678	757377777760731		M. tuberculosis T1	Family N24
		S01679	640033777777600		M. bovis-BCG	Family N12
		S01680	777777767777771		Family33	Family N13
		S01681	777767777760711		M. tuberculosis T1	Family N24
		S01682	567777400000000		Family34	Family N22
		S01683	177777477413771		M. tuberculosis EAI2	Family N10
		S01684	676777607760771		M. tuberculosis LAM1	Family N19
		S01685	774777777413731		M. tuberculosis EAI5	Family N14
		S01686	777777670020771		M. tuberculosis Haarlem1	Family N5
		S01687	777777770760771		M. tuberculosis T1	Family N24
		S01688	757777743460771		M. tuberculosis LAM10	Family N21
		S01689	776363777760771		M. tuberculosis S	Family N39
		S01690	703777640003771		M. tuberculosis CAS	Family N8
		S01691	777777760000000		Family34	Family N22
		S01692	000000357760771		M. tuberculosis T3	Family N40
		S01693	477777777413731		M. tuberculosis EAI5	Family N47
		S01694	776377777760751		M. tuberculosis S	Family N39
		S01695	740777606000011		M. tuberculosis EAI1	Family N23
		S01696	577777777760731		M. tuberculosis T1	Family N24
		S01697	477777777760411		M. tuberculosis T1	Family N24
		S01698	737377777560771		M. tuberculosis T1	Family N24
		S01699	700774007413771		M. tuberculosis EAI5	Family N42
		S01700	774000777760771		M. tuberculosis T3	Family N28
		S01701	776377774020071		M. tuberculosis Haarlem1	Family N5
		S01702	776000003660771		M. tuberculosis T3	Family N16
		S01703	657777777760771		M. tuberculosis T1	Family N24
		S01704	577777577720771		M. tuberculosis Haarlem3	Family N24
		S01705	777677707760771		M. tuberculosis LAM9	Family N19
		S01706	700377740000371		M. tuberculosis CAS	Family N8
		S01707	777740777460771		M. tuberculosis X1	Family N44
		S01708	777777377760731		M. tuberculosis T1	Family N24
		S01709	700036777400731		M. tuberculosis X3	Family N20
		S01710	770760015777471		M. africanum	Family N18
		S01711	777777740000371		M. tuberculosis Haarlem1	Family N5
		S01712	470777777413771		M. tuberculosis EAI5	Family N47
		S01713	756357777760731		M. tuberculosis S	Family N39
		S01714	777377777700171		M. tuberculosis Haarlem3	Family N24
		S01715	577777770000000		Family34	Family N22
		S01716	777777765720771		M. tuberculosis Haarlem3	Family N24
		S01717	677737607700371		M. tuberculosis LAM5	Family N38
		S01718	777437777760711		M. tuberculosis T1	Family N48
		S01719	700377740000771		M. tuberculosis CAS	Family N8
		S01720	776367777760771		M. tuberculosis S	Family N39
		S01721	760037777760700		M. tuberculosis S	Family N35
		S01723	777703607760731		M. tuberculosis LAM9	Family N19
		S01724	777776777740371		M. tuberculosis X1	Family N44
		S01725	777417777700000		M. tuberculosis T2	Family N23
		S01726	776777777660771		M. tuberculosis T1	Family N24
		S01727	777777605560731		M. tuberculosis LAM9	Family N19
		S01728	776117607760771		M. tuberculosis LAM3	Family N2
		S01729	777777777160031		M. tuberculosis T1	Family N24
		S01730	777777077760771		M. tuberculosis H37Rv	Family N24
		S01731	256433777402600		M. bovis-BCG	Family N7
		S01732	777767777413771		M. tuberculosis EAI5	Family N14
		S01733	777774077560571		M. tuberculosis H37Rv	Family N44
		S01734	777777777760431		M. tuberculosis T1	Family N24
		S01735	777777607660731		M. tuberculosis LAM9	Family N19
		S01736	677037477413771		M. tuberculosis EAI2	Family N10
		S01737	675777607760771		M. tuberculosis LAM1	Family N19
		S01738	777777767760731		M. tuberculosis T1	Family N24
		S01739	603777777760771		M. tuberculosis T1	Family N24
		S01740	603777377760771		M. tuberculosis T1	Family N24
		S01741	777777347760431		M. tuberculosis T1	Family N24
		S01742	777777403660771		M. tuberculosis LAM9	Family N19
		S01743	777647770160771		M. tuberculosis T1	Family N24
		S01744	774077600000071		M. tuberculosis LAM8	Family N27
		S01745	777737663560771		M. tuberculosis T1	Family N21
		S01746	177777777420700		M. tuberculosis T2	Family N30
		S01747	361777607760771		M. tuberculosis LAM9	Family N19
		S01748	777637777413731		M. tuberculosis EAI5	Family N14
		S01749	636337607760771		M. tuberculosis LAM2	Family N19
		S01750	777776775760771		M. tuberculosis X1	Family N24
		S01751	457777777413771		M. tuberculosis EAI5	Family N14
		S01752	400777777720771		M. tuberculosis Haarlem3	Family N24
		S01753	700076360000011		M. tuberculosis EAI1	Family N20
		S01754	777737777620771		M. tuberculosis Haarlem3	Family N24
		S01755	777777704020711		M. tuberculosis LAM8	Family N27
		S01756	677777443413771		M. tuberculosis EAI2	Family N10
		S01757	006377777760771		M. tuberculosis S	Family N24
		S01758	703757740000000		Family34	Family N22
		S01759	777730000000031		M. tuberculosis EAI1	Family N29
		S01760	477777034020771		M. tuberculosis Haarlem1	Family N5
		S01761	773737607060011		M. tuberculosis LAM9	Family N19
		S01762	703777340003731		M. tuberculosis CAS	Family N8
		S01763	777777400760731		M. tuberculosis LAM9	Family N19
		S01764	777777606000000		M. tuberculosis EAI1	Family N23
		S01765	737777747720751		M. tuberculosis Haarlem3	Family N24
		S01766	776177607660771		M. tuberculosis LAM3	Family N2
		S01767	577777756013771		M. tuberculosis EAI5	Family N14
		S01768	700066777760771		M. tuberculosis X3	Family N20
		S01769	477700777413071		M. tuberculosis EAI3	Family N1
		S01770	777775607760771		M. tuberculosis LAM9	Family N19
		S01771	777777600160771		M. tuberculosis LAM9	Family N19
		S01772	771777777760720		M. tuberculosis T1	Family N24
		S01773	703771740003771		M. tuberculosis CAS	Family N8
		S01774	777703437760771		M. tuberculosis H37Rv	Family N24
		S01775	777777777740671		M. tuberculosis T1	Family N24
		S01776	700016777760771		M. tuberculosis X3	Family N20
		S01777	703717600000771		M. tuberculosis CAS	Family N8
		S01778	477377777413071		M. tuberculosis EAI3	Family N1
		S01779	577777663560711		M. tuberculosis T1	Family N24
		S01780	777600007560771		M. tuberculosis T4	Family N16
		S01781	777001377760771		M. tuberculosis T3	Family N24
		S01782	700377000000771		M. tuberculosis CAS	Family N15
		S01783	703777340003031		M. tuberculosis CAS	Family N8
		S01784	777700007720771		M. tuberculosis T4	Family N16
		S01785	677767457413771		M. tuberculosis EAI2	Family N10
		S01786	777077077413700		M. tuberculosis EAI5	Family N10
		S01787	773777700020771		M. tuberculosis LAM8	Family N27
		S01788	764000040000371		M. tuberculosis LAM7	Family N29
		S01789	700036777740000		M. tuberculosis X3	Family N20
		S01790	703757740003071		M. tuberculosis CAS	Family N8
		S01791	776177607000771		M. tuberculosis LAM3	Family N2
		S01792	776377774020731		M. tuberculosis Haarlem1	Family N5
		S01793	700737777760771		M. tuberculosis T1	Family N24
		S01794	200001777777600		M. bovis-BCG	Family N12
		S01795	677727607700771		M. tuberculosis LAM5	Family N38
		S01796	777774074060771		M. tuberculosis Haarlem1	Family N5
		S01797	477737777420771		M. tuberculosis Haarlem3	Family N34
		S01798	740077777777331		Family33	Family N13
		S01799	777776057760771		M. tuberculosis H37Rv	Family N44
		S01800	775377777760771		M. tuberculosis T1	Family N24
		S01801	757777677320771		M. tuberculosis Haarlem3	Family N24
		S01802	677767607740771		M. tuberculosis LAM1	Family N19
		S01803	757777760000011		M. tuberculosis EAI1	Family N22
		S01804	457001777413771		M. tuberculosis EAI5	Family N47
		S01805	707777347760431		M. tuberculosis T1	Family N24
		S01806	777377700003531		M. tuberculosis EAI4	Family N14
		S01807	637777774020771		M. tuberculosis Haarlem1	Family N5
		S01808	477577777413071		M. tuberculosis EAI3	Family N1
		S01809	577777757413731		M. tuberculosis EAI5	Family N14
		S01810	777777777760071		M. tuberculosis T1	Family N24
		S01811	677777400760771		M. tuberculosis LAM1	Family N19
		S01812	777777663600771		M. tuberculosis Haarlem3	Family N24
		S01813	777767777020771		M. tuberculosis Haarlem3	Family N34
		S01814	240063777777600		M. bovis-BCG	Family N12
		S01815	770000037760711		M. tuberculosis T3	Family N28
		S01816	703747740003771		M. tuberculosis CAS	Family N8
		S01817	777766777760731		M. tuberculosis X1	Family N44
		S01818	777417606060731		M. tuberculosis LAM8	Family N27
		S01819	607777700003771		M. tuberculosis CAS	Family N8
		S01820	777777700000611		M. tuberculosis LAM8	Family N27
		S01821	400077777760771		M. tuberculosis X3	Family N39
		S01822	000000077560771		M. tuberculosis T3	Family N40
		S01823	777777761760771		M. tuberculosis T1	Family N24
		S01824	777777304020771		M. tuberculosis LAM8	Family N27
		S01825	500066777760771		M. tuberculosis X3	Family N20
		S01826	757777607560771		M. tuberculosis LAM9	Family N19
		S01827	777777605560771		M. tuberculosis LAM9	Family N19
		S01828	776777743413331		M. tuberculosis EAI5	Family N14
		S01829	777776343760771		M. tuberculosis LAM10	Family N21
		S01830	677777477410771		M. tuberculosis EAI2	Family N10
		S01831	777477777760771		M. tuberculosis T1	Family N24
		S01832	776174400000171		M. tuberculosis LAM7	Family N29
		S01833	377777770020731		M. tuberculosis Haarlem1	Family N5
		S01834	700377740001740		M. tuberculosis CAS	Family N8
		S01835	777700077720771		M. tuberculosis H37Rv	Family N16
		S01836	671737607760771		M. tuberculosis LAM2	Family N19
		S01837	460060000000771		M. tuberculosis LAM7	Family N29
		S01838	677777750403371		M. tuberculosis EAI4	Family N14
		S01839	077777757413371		M. tuberculosis EAI5	Family N47
		S01840	737777764020771		M. tuberculosis Haarlem1	Family N5
		S01841	770777777777631		M. africanum	Family N18
		S01842	777776057613371		Family33	Family N13
		S01843	777777740020771		M. tuberculosis Haarlem1	Family N5
		S01844	703777747000371		M. tuberculosis Haarlem3	Family N42
		S01845	400000001760771		Family36	Family N32
		S01846	777436000000371		M. tuberculosis LAM8	Family N29
		S01847	777637777720771		M. tuberculosis Haarlem3	Family N24
		S01848	700036777760761		M. tuberculosis X3	Family N20
		S01849	770777777567671		M. africanum	Family N18
		S01850	000000000003601		M. tuberculosis Beijing	Family N3
		S01851	777777737740071		M. tuberculosis T1	Family N24
		S01852	177774777413731		M. tuberculosis EAI5	Family N14
		S01853	703777700000171		M. tuberculosis CAS	Family N8
		S01854	703776540003731		M. tuberculosis CAS	Family N8
		S01855	777373777720771		M. tuberculosis Haarlem3	Family N24
		S01856	700377700001771		M. tuberculosis CAS	Family N8
		S01857	770003607777071		M. africanum	Family N17
		S01858	777777700360731		M. tuberculosis LAM10	Family N21
		S01859	703763740003771		M. tuberculosis CAS	Family N8
		S01860	777777777720631		M. tuberculosis Haarlem3	Family N24
		S01861	776177607760700		M. tuberculosis LAM3	Family N2
		S01862	757400004020771		M. tuberculosis T4	Family N16
		S01863	743760047700771		M. tuberculosis T4	Family N16
		S01864	401777777410071		M. tuberculosis EAI3	Family N1
		S01865	677377477413771		M. tuberculosis EAI2	Family N10
		S01866	557740777740731		M. tuberculosis X1	Family N44
		S01867	777777760560771		M. tuberculosis T1	Family N24
		S01868	777736770000000		Family34	Family N22
		S01869	774777777460771		M. tuberculosis T1	Family N24
		S01870	600000360000011		M. tuberculosis EAI1	Family N40
		S01871	777777477773771		Family33	Family N13
		S01872	777737737760731		M. tuberculosis T1	Family N48
		S01873	703761740001371		M. tuberculosis CAS	Family N8
		S01874	476773777677600		M. bovis-BCG	Family N7
		S01875	777777777003731		M. tuberculosis EAI5	Family N14
		S01876	437777777420771		M. tuberculosis Haarlem3	Family N34
		S01877	637777607760431		M. tuberculosis LAM1	Family N19
		S01878	777777774000000		M. tuberculosis EAI1	Family N23
		S01879	777777774413071		M. tuberculosis EAI4	Family N14
		S01880	777777607740371		M. tuberculosis LAM9	Family N19
		S01881	777777607520771		M. tuberculosis LAM9	Family N19
		S01882	717777777413771		M. tuberculosis EAI5	Family N14
		S01883	437577777720771		M. tuberculosis Haarlem3	Family N24
		S01884	777777774120771		M. tuberculosis Haarlem3	Family N24
		S01885	757677777720771		M. tuberculosis Haarlem3	Family N24
		S01886	777777777740051		M. tuberculosis T1	Family N24
		S01887	774077730001071		M. africanum	Family N17
		S01888	777777607777731		Family33	Family N13
		S01889	777737777413671		M. tuberculosis EAI5	Family N14
		S01890	777760007413371		M. tuberculosis EAI2	Family N10
		S01891	777777417413731		M. tuberculosis EAI2	Family N10
		S01892	776177607760631		M. tuberculosis LAM3	Family N2
		S01893	700000000020771		M. tuberculosis LAM7	Family N25
		S01894	000777607760771		M. tuberculosis LAM1	Family N9
		S01895	775777777700771		M. tuberculosis Haarlem3	Family N24
		S01896	777400004020771		M. tuberculosis T4	Family N16
		S01897	740000000020771		M. tuberculosis LAM7	Family N25
		S01898	777766777413731		M. tuberculosis EAI5	Family N14
		S01899	416367607740731		M. tuberculosis LAM1	Family N19
		S01900	703777740003770		M. tuberculosis CAS	Family N8
		S01901	636377607760731		M. tuberculosis LAM1	Family N19
		S01902	777737607500771		M. tuberculosis LAM5	Family N38 
		S01903	003777777760731		M. tuberculosis T1	Family N24
		S01904	077777017774001		Family33	Family N13
		S01905	774077777760771		M. tuberculosis S	Family N39
		S01906	777557737760771		M. tuberculosis T1	Family N24
		S01907	460003777413071		M. tuberculosis EAI3	Family N1 
		S01908	777776003760771		M. tuberculosis LAM9	Family N19
		S01909	377777607760731		M. tuberculosis LAM9 	Family N19
		S01910	757761607760771		M. tuberculosis LAM9	Family N19
		S01911	740007606760771		M. tuberculosis LAM3	Family N2
		S01912	777757760000000		Family34	Family N22 
		S01913	000007737760771		M. tuberculosis X3	Family N9
		S01914	757721607760771		M. tuberculosis LAM9	Family N19
		S01915	770176770000000		Family34	Family N22
		S01916	677737604060771		M. tuberculosis LAM8	Family N27
		S01917	777777743760751		M. tuberculosis LAM10	Family N21
		S01918	636177607760771		M. tuberculosis LAM3	Family N2
		S01919	000000000003571		M. tuberculosis Beijing	Family N3
		S01920	703637740003371		M. tuberculosis CAS	Family N8
		S01921	743774077560731		M. tuberculosis H37Rv	Family N24
		S01922	703776040003571		M. tuberculosis CAS	Family N8
		S01923	777600000000771		Family35	Family N29
		S01924	577737735760771		M. tuberculosis T1	Family N24
		S01925	774777777020771		M. tuberculosis Haarlem3	Family N24
		S01926	777777377413511		M. tuberculosis EAI5	Family N14
		S01927	700076776760771		M. tuberculosis X3 	Family N20
		S01928	077727777760771		M. tuberculosis T1	Family N24
		S01929	737776377760731		M. tuberculosis X1	Family N44
		S01930	677777477413000		M. tuberculosis EAI2	Family N10
		S01931	700077777777671		M. africanum	Family N18
		S01932	000000004000731		M. tuberculosis Haarlem2	Family N25
		S01933	477776377413571		M. tuberculosis EAI5	Family N47
		S01934	700076770000071		M. tuberculosis X3 	Family N20
		S01935	477777477013671		M. tuberculosis EAI2	Family N10
		S01936	503777740003771		M. tuberculosis CAS	Family N8
		S01937	776000001760771		M. tuberculosis T4	Family N16
		S01938	636377607660771		M. tuberculosis LAM1	Family N19
		S01939	703743740003771		M. tuberculosis CAS	Family N8
		S01940	777777777560031		M. tuberculosis T1	Family N24
		S01941	777777001013371		M. tuberculosis EAI2	Family N14
		S01942	777676760000000		Family34	Family N22
		S01943	777737607763771		Family33	Family N13 
		S01944	674777600000000		Family34	Family N22
		S01945	677717607760771		M. tuberculosis LAM2	Family N19 
		S01946	777777747003771		M. tuberculosis EAI5	Family N14
		S01947	777776776160601		M. tuberculosis X2	Family N6 
		S01948	707776004360471		M. tuberculosis LAM9	Family N19
		S01949	777776177760601		M. tuberculosis X2 	Family N6
		S01950	675777470003771		M. tuberculosis EAI2	Family N10
		S01951	777777603413700		M. tuberculosis EAI5	Family N14
		S01952	777777776760730		M. tuberculosis T1	Family N24
		S01953	777777607360771		M. tuberculosis LAM9	Family N19
		S01954	677763777760771		M. tuberculosis T1	Family N24
		S01955	474000000003031		Family35 	Family N41
		S01956	600000377740271		M. tuberculosis T3	Family N40
		S01957	637774777740130		M. tuberculosis X1	Family N44 
		S01958	177700000001430		Family35	Family N29
		S01959	600377740003771		M. tuberculosis CAS	Family N8
		S01960	777777607740771		M. tuberculosis LAM9	Family N19
		S01961	777777744020171		M. tuberculosis Haarlem1	Family N5
		S01962	777777610003371		M. tuberculosis EAI4	Family N14
		S01963	037700777760771		M. tuberculosis X1	Family N44
		S01964	777777735760771		M. tuberculosis T1	Family N24
		S01965	737737607760771		M. tuberculosis LAM9	Family N19
		S01966	700077777760771		M. tuberculosis X3	Family N39
		S01967	777777776760700		M. tuberculosis T2	Family N30
		S01968	777777757777771		Family33	Family N13 
		S01969	437737777413071		M. tuberculosis EAI3	Family N1
		S01970	776163400000171		M. tuberculosis LAM7	Family N29
		S01971	637774677760730		M. tuberculosis X1	Family N24 
		S01972	703775740003571		M. tuberculosis CAS	Family N8
		S01973	703777540000171		M. tuberculosis CAS	Family N8 
		S01974	757776777000000		M. tuberculosis EAI1	Family N23
		S01975	770777707077651		M. africanum	Family N18
		S01976	176000000000171		M. tuberculosis LAM7	Family N29
		S01977	777777777560731		M. tuberculosis T1	Family N24
		S01978	677777777413731		M. tuberculosis EAI5	Family N14
		S01979	377777700003371		M. tuberculosis EAI4	Family N14
		S01980	770777707773671		M. africanum	Family N18
		S01981	767776000760731		M. tuberculosis EAI2	Family N10
		S01982	677607477413771		M. tuberculosis EAI2	Family N10
		S01983	703637740001771		M. tuberculosis CAS	Family N8 
		S01984	403617757413771		M. tuberculosis EAI5	Family N47 
		S01985	677757607760771		M. tuberculosis LAM1	Family N19
		S01986	703757740003771		M. tuberculosis CAS 	Family N8
		S01987	703357740003771		M. tuberculosis CAS	Family N8
		S01988	777476777760771		M. tuberculosis X1	Family N44
		S01989	777617607760771		M. tuberculosis LAM9	Family N19
		S01990	775777777413771		M. tuberculosis EAI5	Family N14 
		S01991	777777604360731		M. tuberculosis LAM9	Family N19
		S01992	777777747763771		Family33	Family N13
		S01993	677777477413311		M. tuberculosis EAI2	Family N10 
		S01994	777774377760571		M. tuberculosis X1	Family N44 
		S01995	756177400000171		M. tuberculosis LAM7	Family N29 
		S01996	777740377760671		M. tuberculosis X1	Family N44 
		S01997	570003777420771		M. tuberculosis T3	Family N34
		S01998	700577747413771		M. tuberculosis EAI5	Family N42
		S01999	703763740003171		M. tuberculosis CAS	Family N8
		S02000	177737777760771		M. tuberculosis T1	Family N24
		S02001	776777403760771		M. tuberculosis LAM9	Family N19
		S02002	000000007760471		Family36 	Family N32
		S02003	777677777413700		M. tuberculosis EAI5	Family N14 
		S02004	637577760020171		M. tuberculosis Haarlem1 	Family N5
